S.No,me,title,male,culture,dateOfBirth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
1094,Jon Arryn,Eyrie,1,Valemen,217,,,,House Arryn,Jeyne Royce,1,1,1,1,1,,,,1,1,1,81,5,1,1,0.836120401,0
1095,Nymos,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
1096,Daenerys Targaryen (daughter of Aegon IV),Princess,0,,172,,,,House Targaryen,Maron Martell,0,0,0,0,1,,,,1,1,1,100,10,1,0,0.093645485,0
1097,Ambrode,,0,Ironborn,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
1098,Grenn,,1,Westeros,281,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,24,0,0,0,0.204013378,1
1099,Melara Crane,,0,,,,,,House Crane,Alester Florent,0,1,1,1,0,,,,0,1,0,,0,0,0,0.066889632,1
1100,Michael Mertyns,Ser,1,,,,,,House Mertyns,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
1101,Kella,,0,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
1102,Damon Shett,Ser,0,,,,,,House Shett of Gull Tower,,0,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1
1103,Azor Ahai,,0,Asshai,,,,,,Nissa Nissa,0,1,1,1,1,,,,1,1,0,,0,0,0,0.117056856,1
1104,Ryger Rivers,,1,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,1,1,0,0.023411371,1
1105,Dormund,,1,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.026755853,0
1106,Joan Lannister,Casterly Rock,0,Westerman,245,,,,House Lannister,Tywin Lannister,1,1,1,1,1,,,,0,1,1,28,5,1,0,0.230769231,0
1107,Dickon Frey,,1,,294,,,,House Frey,,0,1,1,1,0,,,,,0,0,11,0,0,0,0.086956522,1
1108,Eustace (Braavos),Septon,0,,,,,,Faith of the Seven,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
1109,Matthar,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.023411371,1
1110,Skyte,,1,Ironborn,,,,,,,0,1,1,1,0,,,,,0,0,,0,0,0,0.023411371,1
1111,Gyldayn,Archmaester,1,,,,,,The Citadel,,0,0,0,0,0,,,,,0,1,,0,0,0,0.157190635,1
1112,Marya Seaworth,Lady,0,,,,,,House Seaworth,Davos Seaworth,0,1,1,1,1,,,,1,1,1,,1,1,0,0.063545151,1
1113,Garigus,Wisdom,1,,,,,,Alchemists' Guild,,0,0,1,0,0,,,,,0,1,,0,0,0,0.02006689,1
1114,Humfrey Hewett,Oakenshield,1,,,,,,House Hewett,,0,0,0,1,1,,,,,0,1,,0,0,0,0.030100334,1
1115,Falia Flowers,,0,,281,,,,House Hewett,,0,0,0,1,1,,,,,0,0,24,0,0,0,0.026755853,1
1116,Timoth,,1,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0,0,0.006688963,1
1117,Bethany Bolton,the Dreadfort,1,Northmen,,,,,House Bolton,Roose Bolton,0,0,0,1,1,,,,1,1,1,,0,0,0,0.043478261,1
1118,Pate of the Blue Fork,Ser,1,,,,,,House Frey,Amerei Frey,0,1,1,1,0,,,,1,1,1,,0,0,0,0.170568562,0
1119,Daemon Targaryen,Commander of the City Watch,1,Valyrian,81,,,,House Targaryen,Rhea Royce,0,0,0,0,0,,,,0,1,1,49,5,1,1,0.668896321,0
1120,Lyessa Flint,Widow's Watch,0,Northmen,,,,,House Flint of Widow's Watch,,0,1,1,1,1,,,,,0,1,,0,0,0,0.036789298,1
1121,Carellen Smallwood,,0,,,,,,House Smallwood,,0,0,1,1,0,,,,,0,0,,0,0,0,0.036789298,1
1122,Lyra Mormont,,0,Northmen,277,,,,House Mormont,,0,0,0,1,1,,,,,0,0,28,0,0,0,0.040133779,1
1123,Balon Greyjoy,,1,,,,Quellon Greyjoy,Theon Greyjoy,,,0,0,0,0,0,,0,1,,0,0,,4,1,1,0.739130435,0
1124,Gawen Glover,,1,Northmen,295,,,,House Glover,,0,1,1,1,0,,,,,0,0,10,0,0,0,0.046822742,1
1125,Eustace (Dance of the Dragons),Septon,1,,,,,,Faith of the Seven,,0,0,0,0,0,,,,,0,0,,0,0,0,0.036789298,1
1126,Wolmer,,1,,,,,,House Webber,,0,0,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
1127,Mellara Rivers,,0,,,,,,House Frey,,0,1,1,1,1,,,,,0,0,,0,0,0,0.016722408,1
1128,Ulf the Ill,,0,Ironborn,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926,0
1129,Cersei Lannister,Light of the West,0,Westerlands,266,,,,House Lannister,Robert Baratheon,1,1,1,1,1,,,,1,1,1,39,9,1,1,1,1
1130,Lem,,1,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.08361204,1
1131,Black Balaq,,1,Summer Islander,,,,,Golden Company,,0,0,0,0,0,,,,,0,0,,0,0,0,0,1
1132,Sarya Whent,Lady,0,,,,,,House Whent,Walder Frey,0,1,1,1,1,,,,1,1,1,,0,0,0,0.030100334,1
1133,Merianne Frey,,0,,288,,,,House Frey,,0,1,1,1,0,,,,,0,0,17,0,0,0,0.08361204,1
1134,Beardless Dick,,0,,,,,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.02006689,1
1135,Tyene Sand,,0,Dornish,276,,,,House Martell,,0,0,1,1,1,,,,,0,0,29,1,1,0,0.137123746,1
1136,Antario Jast,Lord,1,,,,,,House Jast,Lan Lannister,0,1,1,1,1,,,,1,1,1,,0,0,0,0.080267559,1
1137,Edmure Tully,Ser,1,Rivermen,267,,,,House Tully,Roslin Frey,1,1,1,1,1,,,,1,1,1,38,8,1,1,0.655518395,1
1138,Pate (Pinchbottom),,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.003344482,0
1139,Lennocks,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
1140,Torrhen Karstark,,1,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,1,1,0,0.076923077,0
1141,Likely Luke,,0,,,,,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.013377926,1
1142,Jate,,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0,0
1143,Ulmer,,1,,,,,,Kingswood Brotherhood,,0,0,1,1,1,,,,,0,0,,0,0,0,0.053511706,1
1144,Aegor Rivers,Ser,1,,172,,,,House Bracken,Calla Blackfyre,0,0,0,1,1,,,,1,1,1,69,4,1,0,0.210702341,0
1145,Thormor Ironmaker,,1,Ironborn,,,,,House Ironmaker,,0,0,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
1146,Reysen,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.023411371,1
1147,Weese,,1,,,,,,House Whent,,0,1,1,1,0,,,,,0,0,,0,0,0,0.040133779,0
1148,Gyleno Dothare,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.013377926,1
1149,Barth (brewer),,1,,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
1150,Kennos of Kayce,Ser,1,,,,,,House Kenning of Kayce,,0,0,1,1,1,,,,,0,1,,0,0,0,0.033444816,1
1151,Red Rolfe,,1,,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926,0
1152,Uller,,1,Ironborn,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,0,0,0.023411371,1
1153,Frenken,Maester,0,,,,,,,,0,1,1,1,1,,,,,0,1,,0,0,0,0.043478261,1
1154,Wyman Manderly,Lord of White Harbor,1,,239,,,,House Manderly,,1,1,1,1,1,,,,,0,1,66,0,0,1,0.35451505,1
1155,Racallio Ryndoon,,1,Tyroshi,,,,,Kingdom of the Three Daughters,,0,0,0,0,0,,,,,0,0,,0,0,0,0.010033445,1
1156,Lyonel Tyrell (son of Leo),,0,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.130434783,1
1157,Lord Commander Hoare,Lord Commander of the Night's Watch,1,,,,,,House Hoare,,1,0,0,0,0,,,,,0,1,,0,0,0,0.060200669,1
1158,Rycherd Crane,Ser,0,,,,,,House Crane,Rylene Florent,0,1,1,1,0,,,,1,1,1,,0,0,0,0.070234114,1
1159,Vyman,Maester,0,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.040133779,1
1160,Willem Lannister,,1,,285,,,,House Lannister,,1,1,1,1,1,,,,,0,0,14,4,1,0,0.16722408,0
1161,Kaeth,Grand Maester,1,,175,,,,,,0,0,1,1,0,,,,,0,1,82,0,0,0,0.260869565,0
1162,Xaro Xhoan Daxos,,1,Qartheen,,,,,Thirteen,,0,1,1,1,1,,,,,0,0,,0,0,0,0.244147157,1
1163,Jammos Frey,Ser,1,,266,,,,House Frey,Sallei Paege,0,1,1,1,1,,,,1,1,1,39,0,0,0,0.090301003,1
1164,Utt,Septon,1,,,,,,Brave Companions,,0,1,1,0,0,,,,,0,0,,0,0,0,0.023411371,0
1165,Roro Uhoris,Cobblecat,1,Tyroshi,,,,,,,0,0,1,0,1,,,,,0,1,,0,0,0,0.02006689,1
1166,Baelor Hightower,Ser,1,,,,,,House Hightower,Rhonda Rowan,0,0,1,1,0,,,,1,1,1,,0,0,0,0.066889632,1
1167,Howland Reed,Greywater Watch,1,Crannogmen,260,,,,House Reed,Jya,1,1,1,1,1,,,,1,1,1,45,0,0,0,0.177257525,1
1168,Mordane,Septa,0,,,,,,House Stark,,1,1,1,0,0,,,,,0,0,,0,0,0,0.10367893,0
1169,Alyce,,1,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.006688963,1
1170,Boy,,1,,284,,,,,,0,0,1,1,0,,,,,0,0,21,0,0,0,0.010033445,1
1171,Brenett,Maester,1,,,,,,House Frey,,0,0,1,0,0,,,,,0,1,,0,0,0,0.003344482,1
1172,Ceren Lannister,,0,,,,,,House Lannister,,1,1,1,1,1,,,,,0,0,,0,0,0,0.070234114,1
1173,Aemon Costayne,,1,,,,,,House Costayne,,0,0,1,0,0,,,,,0,0,,0,0,0,0.010033445,1
1174,Jonothor Darry,Ser,1,,,,,,House Darry,,0,0,1,1,0,,,,,0,1,,1,1,0,0.046822742,0
1175,Tanton Fossoway,Ser,0,,,,,,House Fossoway of Cider Hall,,0,1,1,1,1,,,,,0,1,,0,0,0,0.023411371,1
1176,Oswell Whent,Ser,1,Rivermen,,,,,House Whent,,1,0,1,0,1,,,,,0,1,,1,1,0,0.080267559,0
1177,Daughter of the Dusk,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.013377926,1
1178,Tae of Myr,,0,Myrish,276,,,,House Merryweather,Orton Merryweather,0,0,1,1,1,,,,1,1,0,29,0,0,0,0.113712375,1
1179,Steffon Hollard,Ser,0,,,,,,House Hollard,,0,0,0,1,0,,,,,0,1,,0,0,0,0.026755853,1
1180,Ferny,,0,Free Folk,,,,,,Craster,0,0,1,1,0,,,,0,1,0,,0,0,0,0.016722408,1
1181,Lucifer Hardy,Lord,1,,,,,,House Hardy,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
1182,Lorcas,,1,,241,,,,,,0,0,0,1,0,,,,,0,0,64,0,0,0,0.010033445,1
1183,Will Humble,,1,Ironborn,,,,,House Humble,,0,0,0,1,0,,,,,0,0,,0,0,0,0.013377926,1
1184,Melwys Rivers,Maester,0,,,,,,,,0,1,1,1,1,,,,,0,1,,0,0,0,0.023411371,1
1185,Walder Frey,Lord of the Crossing,1,Rivermen,208,,,,House Frey,Perra Royce,1,1,1,1,1,,,,1,1,1,97,1,1,1,0.89632107,1
1186,Catelyn Bracken,,0,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0,0,0.030100334,1
1187,Orphan Oss,,0,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.023411371,0
1188,Donyse,Septa,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0,1
1189,Mullin,Maester,0,,,,,,Night's Watch,,0,1,1,1,1,,,,,0,1,,0,0,0,0.023411371,1
1190,Roland Crakehall (Kingsguard),Ser,1,,,,,,House Crakehall,,0,0,0,0,0,,,,,0,1,,0,0,0,0.02006689,1
1191,Lyonel Strong,Harrenhal,1,,,,,,House Strong,1st: unknown2nd: unknown3rd: unknown,0,0,0,0,0,,,,1,1,1,,0,0,0,0.334448161,0
1192,Mikken,,1,Northmen,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.096989967,0
1193,Quenton Greyjoy,,1,Ironborn,,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,,0,0,0,0.060200669,1
1194,Aegon Targaryen (son of Aenys I),Prince,1,Valyrian,26,,,,House Targaryen,Rhae Targaryen,0,0,0,0,0,,,,1,1,1,17,0,0,0,0,0
1195,Parmen Crane,Ser,1,,,,,,House Crane,,0,1,1,0,0,,,,,0,1,,0,0,0,0.040133779,1
1196,Gorold Goodbrother,Lord of Hammerhorn,1,Ironborn,,,,,House Goodbrother,,0,1,1,1,1,,,,,0,1,,0,0,0,0.080267559,1
1197,Salloreon,,1,,,,,,Antler Men,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926,1
1198,Harra,,0,,,,,,House Whent,,0,1,0,0,0,,,,,0,0,,0,0,0,0.016722408,0
1199,Barth,Septon,1,,,,,,Faith of the Seven,,0,0,1,1,1,,,,,0,0,,0,0,1,0.35451505,0
1200,Eggon,,1,,,,,,House Clegane,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926,1
1201,Podrick Payne,,1,,286,,,,House Payne,,1,1,1,1,1,,,,,0,0,19,0,0,0,0.2909699,1
1202,Wun Weg Wun Dar Wun,,1,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.050167224,1
1203,Dagos Manwoody,Lord of Kingsgrave,1,,,,,,House Manwoody,,0,0,1,1,1,,,,,0,1,,0,0,0,0.033444816,1
1204,Malleon,Grand Maester,1,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0,0,0.016722408,1
1205,Melisandre,,0,Asshai,,,,,R'hllor,,0,1,1,1,1,,,,,0,0,,0,0,1,0.745819398,1
1206,Marei,,1,,280,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,25,0,0,0,0.043478261,1
1207,Walton,,1,northmen,,,,,House Bolton,,0,1,1,1,1,,,,,0,0,,0,0,0,0.046822742,1
1208,Richard Lonmouth,Ser,1,,,,,,House Lonmouth,,0,0,1,0,0,,,,,0,1,,0,0,0,0.023411371,1
1209,Elinor Tyrell,,0,,286,,,,House Tyrell,,0,0,1,1,1,,,,,0,0,19,0,0,0,0.163879599,1
1210,Nella,,0,Free Folk,,,,,,Craster,0,1,1,1,0,,,,0,1,0,,0,0,0,0.02006689,1
1211,Denyse Hightower,,0,,,,,,House Hightower,Desmond Redwyne,0,0,0,1,0,,,,1,1,0,,0,0,0,0.073578595,1
1212,Willamen Frey,Maester,1,,272,,,,,,0,1,1,1,1,,,,,0,1,33,0,0,0,0.063545151,1
1213,Uthor Tollett,Grey Glen,0,Valemen,,,,,House Tollett,,0,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1
1214,Ebrose,Archmaester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.016722408,1
1215,Rossart,Hand of the King,1,,,,,,Alchemists' Guild,,0,1,1,1,0,,,,,0,1,,0,0,1,0.367892977,0
1216,Jocelyn Swyft,,0,,,,,,House Swyft,,0,0,0,1,1,,,,,0,0,,0,0,0,0.016722408,1
1217,Allyria Dayne,,0,,,,,,House Dayne,,0,0,1,0,0,,,,,0,0,,0,0,0,0.023411371,1
1218,Simon Leygood,Ser,0,,,,,,House Leygood,,0,0,0,0,0,,,,,0,1,,0,0,0,0.003344482,1
1219,Gyloro Dothare,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.013377926,1
1220,Ragwyle,,0,Free folk,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.010033445,1
1221,Gerald Gower,Ser,0,,,,,,House Gower,,0,0,1,1,1,,,,,0,1,,0,0,0,0.023411371,1
1222,Plummer,Ashford,0,,,,,,House Ashford,,0,0,0,0,0,,,,,0,1,,0,0,0,0,1
1223,Bayard Norcross,Ser,0,,,,,,House Norcross,,0,0,0,1,1,,,,,0,1,,0,0,0,0.02006689,1
1224,Harwin Strong,Ser,1,,90,,,,House Strong,,0,0,0,0,0,,,,,0,1,30,0,0,0,0.086956522,0
1225,Scarb,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.006688963,1
1226,Clarence Crabb (Short),Ser,1,,,,,,House Crabb,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
1227,Hugo Vance,Ser,1,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,1,,0,0,0,0.026755853,1
1228,Luke of Longtown,,0,,,,,,Night's Watch,,0,0,0,0,1,,,,,0,0,,0,0,0,0.013377926,1
1229,Ayrmidon,,0,Valyrian,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.006688963,1
1230,Shella Whent,Harrenhal,0,Rivermen,,,,,House Whent,Walter Whent,1,1,1,1,1,,,,1,1,1,,1,1,0,0.080267559,0
1231,Rodrik Cassel,Ser,1,Northmen,,,,,House Cassel,,1,1,1,1,1,,,,,0,1,,1,1,1,0.397993311,0
1232,Ulwyck Uller,Ser,1,,,,,,House Uller,,0,0,1,1,1,,,,,0,1,,0,0,0,0.02006689,1
1233,Clement Piper,Pinkmaiden,1,Rivermen,,,,,House Piper,,1,0,1,1,1,,,,,0,1,,0,0,0,0.070234114,1
1234,Jason Lannister,Ser,1,,,,,,House Lannister,Johan Lannister,0,0,0,0,0,,,,1,1,1,,0,0,0,0.046822742,0
1235,Desmond Grell,Ser,0,,237,,,,House Grell,,1,1,1,1,0,,,,,0,1,68,0,0,0,0.076923077,1
1236,Urrathon,,0,Qartheen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926,1
1237,Sebaston Farman,Fair Isle,1,Westerman,,,,,House Farman,,0,0,0,1,1,,,,,0,1,,0,0,0,0.02006689,1
1238,Bryan Fossoway,Ser,1,,,,,,House Fossoway of Cider Hall,,0,1,0,0,0,,,,,0,1,,0,0,0,0.026755853,0
1239,Kojja Mo,,0,Summer Isles,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
1240,Ashara Dayne,,0,,,,,,House Dayne,,1,1,1,0,1,,,,,0,0,,0,0,0,0.093645485,0
1241,Robb Stark,,1,,,Catelyn Stark,Eddard Stark,Bran Stark,,,0,0,0,0,0,0,0,1,,0,0,,7,1,1,1,0
1242,Osfryd Kettleblack,Ser,1,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.086956522,1
1243,Kemmett Pyke,,0,Ironborn,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.010033445,1
1244,Ygritte,,1,Wildling,280,,,,Mance Rayder,,0,1,1,1,1,,,,,0,0,19,0,0,0,0.244147157,0
1245,Myranda Royce,,0,,279,,,,House Royce of the Gates of the Moon,,0,1,1,1,1,,,,,0,0,26,0,0,0,0.043478261,1
1246,Murch (Winterfell),,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
1247,Mylenda Caron,,1,,258,,,,House Caron,Petyr Frey,0,1,1,1,0,,,,0,1,0,47,0,0,0,0.107023411,1
1248,Hod,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
1249,Owen Norrey,,0,Northern mountain clans,,,,,House Norrey,,0,0,1,1,0,,,,,0,0,,0,0,0,0.030100334,0
1250,Rhaelle Targaryen,Princess,0,,229,,,,House Targaryen,Ormund Baratheon,0,0,0,1,1,,,,1,1,1,76,0,0,0,0.137123746,1
1251,Mayrd,Ser,1,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.013377926,1
1252,Tyrek Lannister,,1,,286,,,,House Lannister,Ermesande Hayford,1,1,1,1,1,,,,1,1,0,13,0,0,0,0.133779264,0
1253,Luthor Tyrell,Lord Paramount of the Mander,1,Reach,,,,,House Tyrell,Olen Redwyne,0,0,1,0,0,,,,1,1,1,,1,1,0,0.170568562,1
1254,Jorgen,,1,,,,,,House Webber,,0,0,0,0,0,,,,,0,0,,0,0,0,0,1
1255,Harrag Sharp,,0,Ironborn,,,,,House Sharp,,0,1,0,0,0,,,,,0,0,,0,0,0,0.016722408,0
1256,Quellon Humble,,1,Ironborn,,,,,House Humble,,0,0,0,1,1,,,,,0,0,,0,0,0,0.02006689,1
1257,Tytos Frey,Ser,1,,261,,,,House Frey,Zhoe Blanetree,0,1,1,1,0,,,,1,1,1,38,0,0,0,0.063545151,0
1258,Petyr Baelish,Master of coin,1,Valemen,268,,,,House Baelish,Lysa Arryn,1,1,1,1,1,,,,0,1,1,37,5,1,1,1,1
1259,Puckens,,0,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0,0,0.013377926,1
1260,Rugen,Undergaoler,1,,,,,,,,1,0,1,1,0,,,,,0,1,,0,0,0,0.023411371,1
1261,Arnell,Ser,1,,,,,,Night's Watch,,0,1,0,0,0,,,,,0,1,,0,0,0,0.006688963,1
1262,Qyle,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926,0
1263,Orbelo,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.013377926,1
1264,Hoster Tully,Lord Paramount of the Trident,1,Rivermen,237,,,,House Tully,Minisa Whent,1,1,1,1,1,,,,1,1,1,62,6,1,0,0.331103679,0
1265,Aelinor Penrose,LadyQueen,0,,,,,,House Penrose,Aerys I Targaryen,0,0,0,0,0,,,,0,1,1,,0,0,0,0.163879599,1
1266,Meralyn,,0,Braavosi,,,,,Happy Port,,0,0,0,1,0,,,,,0,0,,0,0,0,0.026755853,1
1267,Utherydes Wayn,Steward,0,,237,,,,House Wayn,,1,1,1,1,1,,,,,0,1,68,0,0,0,0.033444816,1
1268,Blind Doss,,0,Free folk,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0,1
1269,Willis Fell,Ser,0,,,,,,House Fell,,0,0,0,0,0,,,,,0,1,,0,0,0,0.023411371,1
1270,Sloey,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
1271,Patrek Mallister,,1,,,,,,House Mallister,,1,1,1,1,1,,,,,0,0,,0,0,0,0.076923077,1
1272,Wylla,,1,,,,,,House Dayne,,1,0,1,0,0,,,,,0,0,,0,0,0,0.026755853,1
1273,Triston Sunderland,Three Sisters,1,,,,,,House Sunderland,,0,0,0,1,1,,,,,0,1,,0,0,0,0.030100334,1
1274,Esgred,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0,1
1275,Theobald,Seneschal,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.02006689,1
1276,Pate (Old),,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.006688963,1
1277,Robin Potter,Ser,1,,,,,,House Potter,,0,0,0,1,0,,,,,0,1,,0,0,0,0.02006689,1
1278,Alysanne Bracken,,0,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0,0,0.033444816,1
1279,Meizo Mahr,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.006688963,1
1280,Weasel,,1,,296,,,,,,0,1,0,0,0,,,,,0,0,9,0,0,0,0.016722408,1
1281,Ryam Florent,Ser,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,0,0,0.063545151,1
1282,Bryen,,1,,220,,,,House Baelish,,0,0,1,0,0,,,,,0,0,85,0,0,0,0.016722408,1
1283,Harmen Uller,Lord of Hellholt,1,,,,,,House Uller,,0,0,1,1,1,,,,,0,1,,0,0,0,0.043478261,1
1284,Cheyk,,0,,,,,,Black Ears,,1,1,0,0,1,,,,,0,0,,0,0,0,0.013377926,1
1285,Bowen Marsh,Lord Steward,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,,0,0,0,0.254180602,1
1286,Norbert Vance,Lord of Atranta,1,,,,,,House Vance of Atranta,,0,0,1,1,1,,,,,0,1,,0,0,0,0.036789298,1
1287,Hilmar Drumm,,1,Ironborn,,,,,House Drumm,,0,0,0,1,0,,,,,0,0,,0,0,0,0.006688963,1
1288,Sawane Botley,Lordsport,1,Ironborn,,,,,House Botley,,0,1,1,1,0,,,,,0,1,,0,0,0,0.090301003,0
1289,Maegor I Targaryen,,1,,,Visenya Targaryen,Aegon I Targaryen,Jaehaerys Targaryen,,,0,0,0,0,0,0,0,1,,0,0,,0,0,1,0.705685619,0
1290,Quaro,,0,Dothraki,,,,,,,1,0,0,0,1,,,,,0,0,,0,0,0,0.030100334,0
1291,Kezmya,Cupbearer,0,Ghiscari,,,,,House of Pahl,,0,0,0,0,1,,,,,0,1,,0,0,0,0.016722408,1
1292,Tim Tangletongue,,0,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.013377926,1
1293,Moonshadow,,0,Braavos,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
1294,Brynden Rivers,Ser,1,Valyrian,175,,,,House Targaryen,,0,0,0,1,1,,,,,0,1,77,4,1,1,0.605351171,0
1295,Vickon Greyjoy,Lord Reaper of Pyke,0,,,,,,House Greyjoy,,1,1,1,1,0,,,,,0,1,,0,0,0,0.036789298,0
1296,Criston Cole,Ser,1,Stormlands,82,,,,House Cole,,0,0,0,1,0,,,,,0,1,48,0,0,1,0.505016722,0
1297,Halys Hornwood,Hornwood,1,Northmen,,,,,House Hornwood,Donella Manderly,1,1,0,1,0,,,,1,1,1,,0,0,0,0.107023411,0
1298,Wynton Stout,Ser,1,Northmen,219,,,,House Stout,,0,0,1,1,0,,,,,0,1,86,0,0,0,0.033444816,1
1299,Jeyne Westerling (wife of Maegor I),QueenBlack Bride,0,,27,,,,House Westerling,Alyn Tarbeck,0,0,1,0,0,,,,1,1,1,20,0,0,0,0.110367893,0
1300,Bessa,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.006688963,1
1301,Harbert,Ser,1,,,,,,House Baratheon,,0,1,0,0,0,,,,,0,1,,0,0,0,0.023411371,1
1302,Qarl Quickaxe,,1,Ironmen,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.003344482,1
1303,Bandy,,0,Northmen,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,0,0,0,0.02006689,1
1304,Robin Hill,Lord Commander of the Night's Watch,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,1,,0,0,0,0.056856187,1
1305,Cregan Karstark,,1,Northmen,249,,,,House Karstark,,0,0,0,0,1,,,,,0,0,56,0,0,0,0.066889632,1
1306,Luceon Frey,Septon,1,,249,,,,Faith of the Seven,,0,1,1,1,1,,,,,0,0,56,0,0,0,0.076923077,1
1307,Rhaella Targaryen,PrincessQueenDowager Queen,1,Valyrian,245,,,,House Targaryen,Aerys II Targaryen,1,0,1,1,1,,,,0,1,1,39,8,1,0,0.321070234,0
1308,Daeryssa,Princess,0,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0,0,0.006688963,1
